"id","name","type1_id","type2_id","stats_id","can_evolve","front_sprite","shiny_front_sprite","ability","ability_desc","hidden_ability","hidden_ability_desc","generation","weight"
142,"aerodactyl",13,10,142,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/142.png","pressure","Moves targetting this Pokémon use one extra PP.

This ability stacks if multiple targets have it.  This ability still affects moves that fail or miss.  This ability does not affect ally moves that target either the entire field or just its side, nor this Pokémon's self-targetted moves; it does, however, affect single-targetted ally moves aimed at this Pokémon, ally moves that target all other Pokémon, and opponents' moves that target the entire field.  If this ability raises a move's PP cost above its remaining PP, it will use all remaining PP.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.","unnerve","Opposing Pokémon cannot eat held Berries while this Pokémon is in battle.

Affected Pokémon can still use bug bite or pluck to eat a target's Berry.","i",590
143,"snorlax",1,0,143,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/143.png","thick-fat","This Pokémon takes half as much damage from fire- and ice-type moves.","gluttony","This Pokémon eats any held Berry triggered by low HP when it falls below 50% of its HP, regardless of the Berry's usual threshold.","i",4600
144,"articuno",6,10,144,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/144.png","pressure","Moves targetting this Pokémon use one extra PP.

This ability stacks if multiple targets have it.  This ability still affects moves that fail or miss.  This ability does not affect ally moves that target either the entire field or just its side, nor this Pokémon's self-targetted moves; it does, however, affect single-targetted ally moves aimed at this Pokémon, ally moves that target all other Pokémon, and opponents' moves that target the entire field.  If this ability raises a move's PP cost above its remaining PP, it will use all remaining PP.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.","snow-cloak","During hail, this Pokémon has 1.25× its evasion, and it does not take hail damage regardless of type.

The evasion bonus does not count as a stat modifier.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved in snow.","i",554
145,"zapdos",5,10,145,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/145.png","pressure","Moves targetting this Pokémon use one extra PP.

This ability stacks if multiple targets have it.  This ability still affects moves that fail or miss.  This ability does not affect ally moves that target either the entire field or just its side, nor this Pokémon's self-targetted moves; it does, however, affect single-targetted ally moves aimed at this Pokémon, ally moves that target all other Pokémon, and opponents' moves that target the entire field.  If this ability raises a move's PP cost above its remaining PP, it will use all remaining PP.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.","static","Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being paralyzed.

Pokémon that are immune to electric-type moves can still be paralyzed by this ability.

Overworld: If the lead Pokémon has this ability, there is a 50% chance that encounters will be with an electric Pokémon, if applicable.","i",526
146,"moltres",2,10,146,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/146.png","pressure","Moves targetting this Pokémon use one extra PP.

This ability stacks if multiple targets have it.  This ability still affects moves that fail or miss.  This ability does not affect ally moves that target either the entire field or just its side, nor this Pokémon's self-targetted moves; it does, however, affect single-targetted ally moves aimed at this Pokémon, ally moves that target all other Pokémon, and opponents' moves that target the entire field.  If this ability raises a move's PP cost above its remaining PP, it will use all remaining PP.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.","flame-body","Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being burned.

Overworld: If any Pokémon in the party has this ability, each egg in the party has its hatch counter decreased by 2 (rather than 1) each step cycle, making eggs hatch roughly twice as quickly.  This effect does not stack if multiple Pokémon have this ability or magma armor.","i",600
147,"dratini",15,0,147,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/147.png","shed-skin","After each turn, this Pokémon has a 33% of being cured of any major status ailment.","marvel-scale","Whenever this Pokémon has a major status ailment, it has 1.5× its Defense.

This bonus does not count as a stat modifier.","i",33
148,"dragonair",15,0,148,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/148.png","shed-skin","After each turn, this Pokémon has a 33% of being cured of any major status ailment.","marvel-scale","Whenever this Pokémon has a major status ailment, it has 1.5× its Defense.

This bonus does not count as a stat modifier.","i",165
149,"dragonite",15,10,149,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/149.png","inner-focus","This Pokémon cannot flinch.","multiscale","This Pokémon takes half as much damage when it is hit having full HP.","i",2100
150,"mewtwo",11,0,150,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/150.png","pressure","Moves targetting this Pokémon use one extra PP.

This ability stacks if multiple targets have it.  This ability still affects moves that fail or miss.  This ability does not affect ally moves that target either the entire field or just its side, nor this Pokémon's self-targetted moves; it does, however, affect single-targetted ally moves aimed at this Pokémon, ally moves that target all other Pokémon, and opponents' moves that target the entire field.  If this ability raises a move's PP cost above its remaining PP, it will use all remaining PP.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.","unnerve","Opposing Pokémon cannot eat held Berries while this Pokémon is in battle.

Affected Pokémon can still use bug bite or pluck to eat a target's Berry.","i",1220
151,"mew",11,0,151,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/151.png","synchronize","Whenever this Pokémon is burned, paralyzed, or poisoned, the Pokémon who gave this Pokémon that ailment is also given the ailment.

This ability passes back bad poison when this Pokémon is badly poisoned.  This ability cannot pass on a status ailment that the Pokémon did not directly receive from another Pokémon, such as the poison from toxic spikes or the burn from a flame orb.

Overworld: If the lead Pokémon has this ability, wild Pokémon have a 50% chance of having the lead Pokémon's nature, and a 50% chance of being given a random nature as usual, including the lead Pokémon's nature.  This does not work on Pokémon received outside of battle or roaming legendaries.","","","i",40
152,"chikorita",4,0,152,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/152.png","overgrow","When this Pokémon has 1/3 or less of its HP remaining, its grass-type moves inflict 1.5× as much regular damage.","leaf-guard","This Pokémon cannot be given a major status ailment during strong sunlight.

This ability does not heal prior status ailments.  rest will fail altogether with this ability in effect.  yawn will immediately fail if used on this Pokémon during strong sunlight, and an already-used Yawn will fail if the weather turns to strong sunlight in the meantime.","ii",64
153,"bayleef",4,0,153,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/153.png","overgrow","When this Pokémon has 1/3 or less of its HP remaining, its grass-type moves inflict 1.5× as much regular damage.","leaf-guard","This Pokémon cannot be given a major status ailment during strong sunlight.

This ability does not heal prior status ailments.  rest will fail altogether with this ability in effect.  yawn will immediately fail if used on this Pokémon during strong sunlight, and an already-used Yawn will fail if the weather turns to strong sunlight in the meantime.","ii",158
